Local time,Ask,Bid
17.02.2021 19:59:26.098 GMT+0200,76.282,76.268
17.02.2021 19:59:52.610 GMT+0200,76.273,76.257
17.02.2021 20:00:03.220 GMT+0200,76.282,76.268
17.02.2021 20:00:17.279 GMT+0200,76.272,76.268
17.02.2021 20:00:17.329 GMT+0200,76.273,76.257
17.02.2021 20:00:32.230 GMT+0200,76.272,76.268
17.02.2021 20:00:32.281 GMT+0200,76.283,76.267
17.02.2021 20:00:32.748 GMT+0200,76.283,76.257
17.02.2021 20:00:33.650 GMT+0200,76.283,76.267
17.02.2021 20:01:25.793 GMT+0200,76.292,76.278
17.02.2021 20:01:28.205 GMT+0200,76.303,76.277
17.02.2021 20:01:28.565 GMT+0200,76.292,76.278
17.02.2021 20:01:29.333 GMT+0200,76.302,76.288
17.02.2021 20:01:33.492 GMT+0200,76.303,76.277
17.02.2021 20:01:33.890 GMT+0200,76.303,76.287
17.02.2021 20:01:34.592 GMT+0200,76.303,76.277
17.02.2021 20:01:34.999 GMT+0200,76.302,76.288
17.02.2021 20:01:45.476 GMT+0200,76.302,76.278
17.02.2021 20:01:46.174 GMT+0200,76.302,76.288
17.02.2021 20:01:46.976 GMT+0200,76.302,76.278
17.02.2021 20:01:48.582 GMT+0200,76.293,76.277
17.02.2021 20:01:54.610 GMT+0200,76.302,76.278
17.02.2021 20:01:55.112 GMT+0200,76.293,76.277
17.02.2021 20:02:02.008 GMT+0200,76.283,76.267
17.02.2021 20:02:05.514 GMT+0200,76.293,76.277
17.02.2021 20:02:10.487 GMT+0200,76.283,76.267
17.02.2021 20:02:22.251 GMT+0200,76.273,76.257
17.02.2021 20:02:26.896 GMT+0200,76.283,76.267
17.02.2021 20:02:33.029 GMT+0200,76.273,76.257
17.02.2021 20:02:36.195 GMT+0200,76.273,76.247
17.02.2021 20:02:36.323 GMT+0200,76.262,76.248
17.02.2021 20:02:43.882 GMT+0200,76.273,76.257
17.02.2021 20:03:17.276 GMT+0200,76.262,76.258
17.02.2021 20:03:17.326 GMT+0200,76.263,76.247
17.02.2021 20:03:29.134 GMT+0200,76.272,76.258
17.02.2021 20:03:36.944 GMT+0200,76.263,76.247
17.02.2021 20:03:46.287 GMT+0200,76.252,76.238
17.02.2021 20:04:01.796 GMT+0200,76.263,76.247
17.02.2021 20:04:15.970 GMT+0200,76.273,76.257
17.02.2021 20:04:24.426 GMT+0200,76.283,76.267
17.02.2021 20:04:29.869 GMT+0200,76.293,76.267
17.02.2021 20:04:29.919 GMT+0200,76.282,76.268
17.02.2021 20:04:30.497 GMT+0200,76.293,76.277
17.02.2021 20:05:26.297 GMT+0200,76.282,76.278
17.02.2021 20:05:26.347 GMT+0200,76.282,76.268
17.02.2021 20:05:32.279 GMT+0200,76.292,76.278
17.02.2021 20:05:42.452 GMT+0200,76.293,76.267
17.02.2021 20:05:42.886 GMT+0200,76.292,76.278
17.02.2021 20:05:43.589 GMT+0200,76.293,76.267
17.02.2021 20:05:44.479 GMT+0200,76.293,76.277
17.02.2021 20:06:13.158 GMT+0200,76.302,76.288
17.02.2021 20:06:32.429 GMT+0200,76.303,76.277
17.02.2021 20:06:34.264 GMT+0200,76.292,76.278
17.02.2021 20:06:42.511 GMT+0200,76.292,76.268
17.02.2021 20:06:48.251 GMT+0200,76.293,76.277
17.02.2021 20:06:53.565 GMT+0200,76.302,76.278
17.02.2021 20:06:56.693 GMT+0200,76.303,76.287
17.02.2021 20:07:00.374 GMT+0200,76.313,76.297
17.02.2021 20:07:05.762 GMT+0200,76.313,76.287
17.02.2021 20:07:05.812 GMT+0200,76.303,76.287
17.02.2021 20:07:08.423 GMT+0200,76.312,76.298
17.02.2021 20:07:23.551 GMT+0200,76.313,76.287
17.02.2021 20:07:30.182 GMT+0200,76.303,76.287
17.02.2021 20:07:30.594 GMT+0200,76.302,76.298
17.02.2021 20:07:30.645 GMT+0200,76.313,76.297
17.02.2021 20:07:42.826 GMT+0200,76.303,76.287
17.02.2021 20:07:48.415 GMT+0200,76.302,76.278
17.02.2021 20:07:48.738 GMT+0200,76.292,76.278
17.02.2021 20:07:52.397 GMT+0200,76.293,76.287
17.02.2021 20:07:52.447 GMT+0200,76.303,76.287
17.02.2021 20:07:53.971 GMT+0200,76.302,76.298
17.02.2021 20:07:54.021 GMT+0200,76.313,76.297
17.02.2021 20:07:54.212 GMT+0200,76.313,76.287
17.02.2021 20:07:54.262 GMT+0200,76.303,76.287
17.02.2021 20:07:54.778 GMT+0200,76.313,76.297
17.02.2021 20:07:55.726 GMT+0200,76.303,76.287
17.02.2021 20:07:56.447 GMT+0200,76.312,76.288
17.02.2021 20:07:56.497 GMT+0200,76.313,76.297
17.02.2021 20:07:57.058 GMT+0200,76.313,76.287
17.02.2021 20:07:57.707 GMT+0200,76.312,76.298
17.02.2021 20:08:00.692 GMT+0200,76.313,76.307
17.02.2021 20:08:00.743 GMT+0200,76.323,76.307
17.02.2021 20:08:01.259 GMT+0200,76.312,76.298
17.02.2021 20:08:02.917 GMT+0200,76.322,76.308
17.02.2021 20:08:02.967 GMT+0200,76.322,76.298
17.02.2021 20:08:03.068 GMT+0200,76.323,76.307
17.02.2021 20:08:06.422 GMT+0200,76.313,76.307
17.02.2021 20:08:06.473 GMT+0200,76.312,76.298
17.02.2021 20:08:06.676 GMT+0200,76.322,76.308
17.02.2021 20:08:06.776 GMT+0200,76.322,76.298
17.02.2021 20:08:07.200 GMT+0200,76.323,76.307
17.02.2021 20:08:14.119 GMT+0200,76.312,76.298
17.02.2021 20:08:14.656 GMT+0200,76.323,76.307
17.02.2021 20:08:15.894 GMT+0200,76.322,76.298
17.02.2021 20:08:15.944 GMT+0200,76.322,76.308
17.02.2021 20:08:19.713 GMT+0200,76.313,76.297
17.02.2021 20:08:20.137 GMT+0200,76.323,76.297
17.02.2021 20:08:20.795 GMT+0200,76.312,76.298
17.02.2021 20:08:21.435 GMT+0200,76.323,76.297
17.02.2021 20:08:21.690 GMT+0200,76.323,76.307
17.02.2021 20:08:27.607 GMT+0200,76.322,76.298
17.02.2021 20:08:28.106 GMT+0200,76.322,76.308
17.02.2021 20:08:30.087 GMT+0200,76.312,76.298
17.02.2021 20:08:30.406 GMT+0200,76.323,76.307
17.02.2021 20:08:31.883 GMT+0200,76.313,76.297
17.02.2021 20:08:37.310 GMT+0200,76.323,76.297
17.02.2021 20:08:37.568 GMT+0200,76.312,76.298
17.02.2021 20:08:38.373 GMT+0200,76.323,76.297
17.02.2021 20:08:38.532 GMT+0200,76.312,76.298
17.02.2021 20:08:45.699 GMT+0200,76.313,76.287
17.02.2021 20:08:45.750 GMT+0200,76.303,76.287
17.02.2021 20:08:52.174 GMT+0200,76.312,76.298
17.02.2021 20:08:56.267 GMT+0200,76.312,76.288
17.02.2021 20:08:57.372 GMT+0200,76.312,76.298
17.02.2021 20:09:01.253 GMT+0200,76.312,76.288
17.02.2021 20:09:02.192 GMT+0200,76.302,76.288
17.02.2021 20:09:06.324 GMT+0200,76.303,76.277
17.02.2021 20:09:07.238 GMT+0200,76.292,76.278
17.02.2021 20:09:08.652 GMT+0200,76.302,76.288
17.02.2021 20:09:11.988 GMT+0200,76.312,76.288
17.02.2021 20:09:16.806 GMT+0200,76.302,76.288
17.02.2021 20:09:19.228 GMT+0200,76.312,76.288
17.02.2021 20:09:20.846 GMT+0200,76.302,76.288
17.02.2021 20:09:21.414 GMT+0200,76.312,76.288
17.02.2021 20:09:24.350 GMT+0200,76.302,76.288
17.02.2021 20:09:25.492 GMT+0200,76.312,76.288
17.02.2021 20:09:27.483 GMT+0200,76.312,76.298
17.02.2021 20:09:30.036 GMT+0200,76.313,76.287
17.02.2021 20:09:32.373 GMT+0200,76.303,76.287
17.02.2021 20:09:42.580 GMT+0200,76.313,76.297
17.02.2021 20:09:43.195 GMT+0200,76.312,76.288
17.02.2021 20:09:43.246 GMT+0200,76.302,76.288
17.02.2021 20:09:45.157 GMT+0200,76.313,76.297
17.02.2021 20:10:09.179 GMT+0200,76.312,76.288
17.02.2021 20:10:09.229 GMT+0200,76.303,76.287
17.02.2021 20:10:15.636 GMT+0200,76.313,76.297
17.02.2021 20:10:15.986 GMT+0200,76.312,76.288
17.02.2021 20:10:16.159 GMT+0200,76.302,76.288
17.02.2021 20:10:19.198 GMT+0200,76.312,76.288
17.02.2021 20:10:19.551 GMT+0200,76.302,76.288
17.02.2021 20:10:22.005 GMT+0200,76.312,76.298
17.02.2021 20:10:22.281 GMT+0200,76.313,76.287
17.02.2021 20:10:22.504 GMT+0200,76.302,76.288
17.02.2021 20:10:23.961 GMT+0200,76.312,76.288
17.02.2021 20:10:24.367 GMT+0200,76.303,76.287
17.02.2021 20:10:26.417 GMT+0200,76.313,76.297
17.02.2021 20:10:26.881 GMT+0200,76.312,76.288
17.02.2021 20:10:27.277 GMT+0200,76.313,76.297
17.02.2021 20:10:28.799 GMT+0200,76.312,76.288
17.02.2021 20:10:29.729 GMT+0200,76.303,76.287
17.02.2021 20:10:41.284 GMT+0200,76.303,76.277
17.02.2021 20:10:41.334 GMT+0200,76.303,76.287
17.02.2021 20:10:42.040 GMT+0200,76.303,76.277
17.02.2021 20:10:43.004 GMT+0200,76.302,76.288
17.02.2021 20:10:43.126 GMT+0200,76.292,76.288
17.02.2021 20:10:43.177 GMT+0200,76.293,76.277
17.02.2021 20:10:48.266 GMT+0200,76.303,76.287
17.02.2021 20:10:53.102 GMT+0200,76.293,76.277
17.02.2021 20:10:55.101 GMT+0200,76.302,76.288
17.02.2021 20:11:01.386 GMT+0200,76.293,76.277
17.02.2021 20:11:09.884 GMT+0200,76.292,76.288
17.02.2021 20:11:09.934 GMT+0200,76.303,76.287
17.02.2021 20:11:37.130 GMT+0200,76.312,76.298
17.02.2021 20:11:38.957 GMT+0200,76.312,76.288
17.02.2021 20:11:39.485 GMT+0200,76.303,76.287
17.02.2021 20:12:17.730 GMT+0200,76.293,76.287
17.02.2021 20:12:17.780 GMT+0200,76.293,76.277
17.02.2021 20:12:24.552 GMT+0200,76.293,76.267
17.02.2021 20:12:27.828 GMT+0200,76.292,76.278
17.02.2021 20:12:41.395 GMT+0200,76.303,76.277
17.02.2021 20:12:41.518 GMT+0200,76.302,76.288
17.02.2021 20:12:47.859 GMT+0200,76.303,76.277
17.02.2021 20:12:54.929 GMT+0200,76.302,76.288
17.02.2021 20:12:59.478 GMT+0200,76.302,76.278
17.02.2021 20:13:01.689 GMT+0200,76.293,76.277
17.02.2021 20:13:37.998 GMT+0200,76.283,76.277
17.02.2021 20:13:38.048 GMT+0200,76.282,76.268
17.02.2021 20:15:00.431 GMT+0200,76.293,76.277
17.02.2021 20:15:26.865 GMT+0200,76.282,76.278
17.02.2021 20:15:26.915 GMT+0200,76.282,76.268
17.02.2021 20:15:39.655 GMT+0200,76.282,76.278
17.02.2021 20:15:39.705 GMT+0200,76.293,76.277
17.02.2021 20:15:41.841 GMT+0200,76.302,76.278
17.02.2021 20:15:42.236 GMT+0200,76.292,76.278
17.02.2021 20:15:42.661 GMT+0200,76.302,76.278
17.02.2021 20:15:43.015 GMT+0200,76.292,76.278
17.02.2021 20:15:43.458 GMT+0200,76.303,76.277
17.02.2021 20:15:44.141 GMT+0200,76.293,76.277
17.02.2021 20:15:45.516 GMT+0200,76.303,76.277
17.02.2021 20:15:47.152 GMT+0200,76.293,76.277
17.02.2021 20:15:55.250 GMT+0200,76.283,76.267
17.02.2021 20:16:15.927 GMT+0200,76.283,76.257
17.02.2021 20:16:17.987 GMT+0200,76.282,76.268
17.02.2021 20:16:19.664 GMT+0200,76.283,76.257
17.02.2021 20:16:21.030 GMT+0200,76.282,76.268
17.02.2021 20:16:34.265 GMT+0200,76.293,76.277
17.02.2021 20:16:34.755 GMT+0200,76.283,76.277
17.02.2021 20:16:34.806 GMT+0200,76.283,76.267
17.02.2021 20:16:47.573 GMT+0200,76.272,76.258
17.02.2021 20:17:50.024 GMT+0200,76.282,76.268
17.02.2021 20:19:02.492 GMT+0200,76.273,76.267
17.02.2021 20:19:02.542 GMT+0200,76.273,76.257
17.02.2021 20:19:13.492 GMT+0200,76.282,76.268
17.02.2021 20:19:14.772 GMT+0200,76.273,76.267
17.02.2021 20:19:14.822 GMT+0200,76.273,76.257
17.02.2021 20:19:16.036 GMT+0200,76.272,76.268
17.02.2021 20:19:16.086 GMT+0200,76.283,76.267
17.02.2021 20:19:16.187 GMT+0200,76.272,76.258
17.02.2021 20:19:18.611 GMT+0200,76.282,76.258
17.02.2021 20:19:18.661 GMT+0200,76.282,76.268
17.02.2021 20:19:18.979 GMT+0200,76.272,76.258
17.02.2021 20:19:19.138 GMT+0200,76.273,76.267
17.02.2021 20:19:19.188 GMT+0200,76.282,76.268
17.02.2021 20:19:19.973 GMT+0200,76.273,76.257
17.02.2021 20:19:20.585 GMT+0200,76.283,76.257
17.02.2021 20:19:20.636 GMT+0200,76.282,76.268
17.02.2021 20:19:33.928 GMT+0200,76.282,76.258
17.02.2021 20:19:33.978 GMT+0200,76.272,76.258
17.02.2021 20:19:37.637 GMT+0200,76.282,76.268
17.02.2021 20:19:46.363 GMT+0200,76.273,76.257
17.02.2021 20:20:01.967 GMT+0200,76.282,76.258
17.02.2021 20:20:02.060 GMT+0200,76.282,76.268
17.02.2021 20:20:02.316 GMT+0200,76.282,76.258
17.02.2021 20:20:02.601 GMT+0200,76.272,76.258
17.02.2021 20:20:03.779 GMT+0200,76.283,76.257
17.02.2021 20:20:03.830 GMT+0200,76.282,76.268
17.02.2021 20:20:19.335 GMT+0200,76.282,76.258
17.02.2021 20:20:20.302 GMT+0200,76.283,76.267
17.02.2021 20:20:37.355 GMT+0200,76.293,76.267
17.02.2021 20:20:37.480 GMT+0200,76.293,76.277
17.02.2021 20:20:40.601 GMT+0200,76.293,76.267
17.02.2021 20:20:40.921 GMT+0200,76.283,76.267
17.02.2021 20:20:44.779 GMT+0200,76.293,76.277
17.02.2021 20:20:44.904 GMT+0200,76.282,76.268
17.02.2021 20:20:47.068 GMT+0200,76.292,76.278
17.02.2021 20:20:52.972 GMT+0200,76.292,76.268
17.02.2021 20:20:53.754 GMT+0200,76.293,76.277
17.02.2021 20:21:11.991 GMT+0200,76.292,76.268
17.02.2021 20:21:13.972 GMT+0200,76.293,76.277
17.02.2021 20:21:18.283 GMT+0200,76.292,76.268
17.02.2021 20:21:19.110 GMT+0200,76.292,76.278
17.02.2021 20:21:21.417 GMT+0200,76.293,76.267
17.02.2021 20:21:24.911 GMT+0200,76.292,76.278
17.02.2021 20:21:26.357 GMT+0200,76.292,76.268
17.02.2021 20:21:28.613 GMT+0200,76.282,76.268
17.02.2021 20:21:32.573 GMT+0200,76.292,76.268
17.02.2021 20:21:32.624 GMT+0200,76.293,76.277
17.02.2021 20:21:41.227 GMT+0200,76.292,76.268
17.02.2021 20:21:45.907 GMT+0200,76.283,76.267
17.02.2021 20:22:12.791 GMT+0200,76.293,76.267
17.02.2021 20:22:12.978 GMT+0200,76.292,76.278
17.02.2021 20:22:46.186 GMT+0200,76.302,76.278
17.02.2021 20:22:46.947 GMT+0200,76.302,76.288
17.02.2021 20:22:52.372 GMT+0200,76.293,76.277
17.02.2021 20:23:13.446 GMT+0200,76.302,76.288
17.02.2021 20:23:16.297 GMT+0200,76.292,76.278
17.02.2021 20:24:00.689 GMT+0200,76.302,76.288
17.02.2021 20:24:15.141 GMT+0200,76.312,76.298
17.02.2021 20:24:15.345 GMT+0200,76.303,76.287
17.02.2021 20:24:36.837 GMT+0200,76.303,76.277
17.02.2021 20:24:36.953 GMT+0200,76.293,76.277
17.02.2021 20:24:46.094 GMT+0200,76.303,76.277
17.02.2021 20:24:47.570 GMT+0200,76.302,76.288
17.02.2021 20:24:52.595 GMT+0200,76.302,76.278
17.02.2021 20:24:52.774 GMT+0200,76.302,76.288
17.02.2021 20:24:54.948 GMT+0200,76.303,76.277
17.02.2021 20:25:06.418 GMT+0200,76.293,76.277
17.02.2021 20:25:23.106 GMT+0200,76.293,76.267
17.02.2021 20:25:25.903 GMT+0200,76.282,76.268
17.02.2021 20:25:51.108 GMT+0200,76.283,76.257
17.02.2021 20:25:51.159 GMT+0200,76.283,76.267
17.02.2021 20:25:51.312 GMT+0200,76.272,76.258
17.02.2021 20:26:40.700 GMT+0200,76.273,76.247
17.02.2021 20:26:42.654 GMT+0200,76.263,76.247
17.02.2021 20:26:48.251 GMT+0200,76.272,76.248
17.02.2021 20:26:52.971 GMT+0200,76.272,76.258
17.02.2021 20:26:55.522 GMT+0200,76.272,76.248
17.02.2021 20:26:56.226 GMT+0200,76.273,76.257
17.02.2021 20:26:56.535 GMT+0200,76.273,76.247
17.02.2021 20:26:56.668 GMT+0200,76.272,76.258
17.02.2021 20:26:57.408 GMT+0200,76.272,76.248
17.02.2021 20:26:57.956 GMT+0200,76.272,76.258
17.02.2021 20:27:00.376 GMT+0200,76.273,76.247
17.02.2021 20:27:05.142 GMT+0200,76.272,76.258
17.02.2021 20:27:21.751 GMT+0200,76.283,76.257
17.02.2021 20:27:23.780 GMT+0200,76.282,76.268
17.02.2021 20:27:27.282 GMT+0200,76.293,76.277
17.02.2021 20:27:28.854 GMT+0200,76.282,76.278
17.02.2021 20:27:28.905 GMT+0200,76.283,76.267
17.02.2021 20:27:30.313 GMT+0200,76.293,76.277
17.02.2021 20:27:39.504 GMT+0200,76.282,76.278
17.02.2021 20:27:39.554 GMT+0200,76.282,76.268
17.02.2021 20:27:39.655 GMT+0200,76.292,76.268
17.02.2021 20:27:40.651 GMT+0200,76.282,76.268
17.02.2021 20:27:56.916 GMT+0200,76.282,76.258
17.02.2021 20:28:03.294 GMT+0200,76.282,76.268
17.02.2021 20:28:08.278 GMT+0200,76.292,76.268
17.02.2021 20:28:09.144 GMT+0200,76.282,76.268
17.02.2021 20:28:10.432 GMT+0200,76.293,76.267
17.02.2021 20:28:12.866 GMT+0200,76.282,76.268
17.02.2021 20:28:21.522 GMT+0200,76.283,76.257
17.02.2021 20:28:21.590 GMT+0200,76.283,76.267
17.02.2021 20:28:21.806 GMT+0200,76.283,76.257
17.02.2021 20:28:23.730 GMT+0200,76.273,76.257
17.02.2021 20:28:25.532 GMT+0200,76.283,76.267
17.02.2021 20:28:25.938 GMT+0200,76.272,76.258
17.02.2021 20:28:26.089 GMT+0200,76.282,76.258
17.02.2021 20:28:26.205 GMT+0200,76.283,76.267
17.02.2021 20:28:26.567 GMT+0200,76.272,76.258
17.02.2021 20:28:27.085 GMT+0200,76.282,76.258
17.02.2021 20:28:28.023 GMT+0200,76.282,76.268
17.02.2021 20:28:31.501 GMT+0200,76.272,76.258
17.02.2021 20:28:35.854 GMT+0200,76.282,76.268
17.02.2021 20:28:59.072 GMT+0200,76.292,76.278
17.02.2021 20:28:59.223 GMT+0200,76.292,76.268
17.02.2021 20:28:59.273 GMT+0200,76.292,76.278
17.02.2021 20:28:59.851 GMT+0200,76.293,76.267
17.02.2021 20:29:01.141 GMT+0200,76.293,76.277
17.02.2021 20:29:01.310 GMT+0200,76.293,76.267
17.02.2021 20:29:01.830 GMT+0200,76.292,76.278
17.02.2021 20:29:02.437 GMT+0200,76.293,76.267
17.02.2021 20:29:02.607 GMT+0200,76.292,76.278
17.02.2021 20:29:09.061 GMT+0200,76.292,76.268
17.02.2021 20:29:09.288 GMT+0200,76.282,76.268
17.02.2021 20:29:11.540 GMT+0200,76.292,76.278
17.02.2021 20:29:17.378 GMT+0200,76.292,76.288
17.02.2021 20:29:17.429 GMT+0200,76.302,76.288
17.02.2021 20:29:22.029 GMT+0200,76.313,76.297
17.02.2021 20:29:22.130 GMT+0200,76.313,76.287
17.02.2021 20:29:22.180 GMT+0200,76.302,76.288
17.02.2021 20:29:25.557 GMT+0200,76.312,76.298
17.02.2021 20:29:30.601 GMT+0200,76.302,76.288
17.02.2021 20:29:34.247 GMT+0200,76.313,76.297
17.02.2021 20:29:49.646 GMT+0200,76.302,76.288
17.02.2021 20:29:52.519 GMT+0200,76.313,76.297
17.02.2021 20:29:54.281 GMT+0200,76.313,76.287
17.02.2021 20:29:55.226 GMT+0200,76.303,76.287
17.02.2021 20:30:01.847 GMT+0200,76.313,76.297
17.02.2021 20:30:03.407 GMT+0200,76.313,76.287
17.02.2021 20:30:06.428 GMT+0200,76.313,76.297
17.02.2021 20:30:06.565 GMT+0200,76.313,76.287
17.02.2021 20:30:08.598 GMT+0200,76.313,76.297
17.02.2021 20:30:10.655 GMT+0200,76.313,76.287
17.02.2021 20:30:11.415 GMT+0200,76.302,76.288
17.02.2021 20:30:16.104 GMT+0200,76.312,76.288
17.02.2021 20:30:16.167 GMT+0200,76.313,76.297
17.02.2021 20:30:16.317 GMT+0200,76.302,76.288
17.02.2021 20:30:17.785 GMT+0200,76.293,76.277
17.02.2021 20:30:31.021 GMT+0200,76.302,76.288
17.02.2021 20:30:31.123 GMT+0200,76.302,76.278
17.02.2021 20:30:31.263 GMT+0200,76.302,76.288
17.02.2021 20:30:31.789 GMT+0200,76.303,76.277
17.02.2021 20:30:32.771 GMT+0200,76.293,76.277
17.02.2021 20:31:02.150 GMT+0200,76.282,76.278
17.02.2021 20:31:02.201 GMT+0200,76.283,76.267
17.02.2021 20:31:21.253 GMT+0200,76.282,76.278
17.02.2021 20:31:21.303 GMT+0200,76.293,76.277
17.02.2021 20:31:38.587 GMT+0200,76.282,76.268
17.02.2021 20:31:39.574 GMT+0200,76.293,76.277
17.02.2021 20:31:40.127 GMT+0200,76.293,76.267
17.02.2021 20:31:41.398 GMT+0200,76.292,76.278
17.02.2021 20:31:42.439 GMT+0200,76.293,76.267
17.02.2021 20:31:42.886 GMT+0200,76.282,76.268
17.02.2021 20:31:47.015 GMT+0200,76.293,76.267
17.02.2021 20:31:47.128 GMT+0200,76.293,76.277
17.02.2021 20:31:47.934 GMT+0200,76.282,76.278
17.02.2021 20:31:47.985 GMT+0200,76.283,76.267
17.02.2021 20:31:48.644 GMT+0200,76.293,76.277
17.02.2021 20:31:49.527 GMT+0200,76.293,76.267
17.02.2021 20:31:52.023 GMT+0200,76.293,76.277
17.02.2021 20:31:56.016 GMT+0200,76.292,76.268
17.02.2021 20:31:56.156 GMT+0200,76.283,76.267
17.02.2021 20:31:57.670 GMT+0200,76.292,76.278
17.02.2021 20:32:01.783 GMT+0200,76.292,76.268
17.02.2021 20:32:01.950 GMT+0200,76.293,76.277
17.02.2021 20:32:19.588 GMT+0200,76.283,76.267
17.02.2021 20:32:20.403 GMT+0200,76.292,76.278
17.02.2021 20:32:20.504 GMT+0200,76.283,76.267
17.02.2021 20:32:22.734 GMT+0200,76.293,76.277
17.02.2021 20:32:22.885 GMT+0200,76.293,76.267
17.02.2021 20:32:24.002 GMT+0200,76.282,76.268
17.02.2021 20:32:25.579 GMT+0200,76.292,76.268
17.02.2021 20:32:25.629 GMT+0200,76.292,76.278
17.02.2021 20:32:26.777 GMT+0200,76.293,76.267
17.02.2021 20:32:28.700 GMT+0200,76.283,76.267
17.02.2021 20:32:30.476 GMT+0200,76.293,76.267
17.02.2021 20:32:30.702 GMT+0200,76.293,76.277
17.02.2021 20:32:45.470 GMT+0200,76.293,76.267
17.02.2021 20:32:45.520 GMT+0200,76.283,76.267
17.02.2021 20:32:45.899 GMT+0200,76.292,76.278
17.02.2021 20:32:48.164 GMT+0200,76.293,76.267
17.02.2021 20:32:48.214 GMT+0200,76.282,76.268
17.02.2021 20:32:48.820 GMT+0200,76.282,76.278
17.02.2021 20:32:48.871 GMT+0200,76.292,76.278
17.02.2021 20:32:50.633 GMT+0200,76.292,76.268
17.02.2021 20:32:50.734 GMT+0200,76.282,76.268
17.02.2021 20:32:58.107 GMT+0200,76.292,76.278
17.02.2021 20:32:58.563 GMT+0200,76.293,76.267
17.02.2021 20:32:58.744 GMT+0200,76.282,76.268
17.02.2021 20:33:05.216 GMT+0200,76.283,76.277
17.02.2021 20:33:05.267 GMT+0200,76.293,76.277
17.02.2021 20:33:19.771 GMT+0200,76.292,76.268
17.02.2021 20:33:27.065 GMT+0200,76.283,76.267
17.02.2021 20:34:15.876 GMT+0200,76.293,76.267
17.02.2021 20:34:15.926 GMT+0200,76.292,76.278
17.02.2021 20:34:42.533 GMT+0200,76.302,76.278
17.02.2021 20:34:42.583 GMT+0200,76.302,76.288
17.02.2021 20:35:11.250 GMT+0200,76.292,76.288
17.02.2021 20:35:11.300 GMT+0200,76.292,76.278
17.02.2021 20:35:39.952 GMT+0200,76.282,76.278
17.02.2021 20:35:40.002 GMT+0200,76.282,76.268
17.02.2021 20:35:49.714 GMT+0200,76.272,76.268
17.02.2021 20:35:49.765 GMT+0200,76.272,76.258
17.02.2021 20:36:07.683 GMT+0200,76.282,76.258
17.02.2021 20:36:08.369 GMT+0200,76.272,76.258
17.02.2021 20:36:09.358 GMT+0200,76.282,76.258
17.02.2021 20:36:09.504 GMT+0200,76.273,76.257
17.02.2021 20:36:10.480 GMT+0200,76.283,76.257
17.02.2021 20:36:12.350 GMT+0200,76.282,76.268
17.02.2021 20:36:16.183 GMT+0200,76.282,76.258
17.02.2021 20:36:16.725 GMT+0200,76.273,76.257
17.02.2021 20:36:43.013 GMT+0200,76.282,76.268
17.02.2021 20:36:45.322 GMT+0200,76.282,76.258
17.02.2021 20:36:45.372 GMT+0200,76.273,76.257
17.02.2021 20:37:09.109 GMT+0200,76.283,76.267
17.02.2021 20:37:25.381 GMT+0200,76.293,76.277
17.02.2021 20:37:27.960 GMT+0200,76.292,76.268
17.02.2021 20:37:28.012 GMT+0200,76.293,76.277
17.02.2021 20:37:30.093 GMT+0200,76.293,76.267
17.02.2021 20:37:30.204 GMT+0200,76.282,76.268
17.02.2021 20:37:52.888 GMT+0200,76.283,76.257
17.02.2021 20:37:54.091 GMT+0200,76.273,76.257
17.02.2021 20:37:59.899 GMT+0200,76.273,76.267
17.02.2021 20:37:59.949 GMT+0200,76.282,76.268
17.02.2021 20:38:33.395 GMT+0200,76.282,76.258
17.02.2021 20:38:34.384 GMT+0200,76.283,76.267
17.02.2021 20:38:34.635 GMT+0200,76.283,76.257
17.02.2021 20:38:36.398 GMT+0200,76.273,76.257
17.02.2021 20:38:44.167 GMT+0200,76.272,76.268
17.02.2021 20:38:44.218 GMT+0200,76.283,76.267
17.02.2021 20:39:57.343 GMT+0200,76.272,76.258
17.02.2021 20:40:00.317 GMT+0200,76.283,76.267
17.02.2021 20:40:02.583 GMT+0200,76.273,76.257
17.02.2021 20:40:11.067 GMT+0200,76.283,76.267
17.02.2021 20:40:53.824 GMT+0200,76.292,76.268
17.02.2021 20:40:53.880 GMT+0200,76.283,76.267
17.02.2021 20:41:12.920 GMT+0200,76.293,76.267
17.02.2021 20:41:13.121 GMT+0200,76.282,76.268
17.02.2021 20:42:17.341 GMT+0200,76.293,76.267
17.02.2021 20:42:17.391 GMT+0200,76.292,76.278
17.02.2021 20:43:27.081 GMT+0200,76.282,76.268
17.02.2021 20:45:00.603 GMT+0200,76.272,76.268
17.02.2021 20:45:00.654 GMT+0200,76.273,76.257
17.02.2021 20:45:04.498 GMT+0200,76.282,76.258
17.02.2021 20:45:04.548 GMT+0200,76.272,76.258
17.02.2021 20:45:04.753 GMT+0200,76.283,76.257
17.02.2021 20:45:05.320 GMT+0200,76.273,76.257
17.02.2021 20:45:35.648 GMT+0200,76.272,76.248
17.02.2021 20:45:35.802 GMT+0200,76.262,76.248
17.02.2021 20:45:57.621 GMT+0200,76.253,76.237
17.02.2021 20:46:02.124 GMT+0200,76.262,76.248
17.02.2021 20:46:41.793 GMT+0200,76.253,76.237
17.02.2021 20:47:28.404 GMT+0200,76.262,76.238
17.02.2021 20:47:28.517 GMT+0200,76.253,76.237
17.02.2021 20:47:29.141 GMT+0200,76.262,76.238
17.02.2021 20:47:31.398 GMT+0200,76.252,76.238
